SAMPLE_NO,STATION_NO,STN_NO_NM_LOC,Station Type,SAMPLE_DATETIME,SAMPLE_DATETIME,M_LATITUDE,LONGITUDE,M_LONGITUDE,Secchi Flag,secchi.m,Chloro Flag,chla.ug.L,TP Flag,TP.mg.L,Ammonia flag,Ammonia (NH3-N) mg/L,NO2NO3 flag,Nitrate+Nitrite (NO3+NO2 -N) mg/L,Nitrate flag,Nitrate (NO3 -N) mg/L,Nitrite flag,Nitrite (NO2 -N) mg/L,TKN flag,Total Kjeldahl Nitrogen (TKN)  mg/L,TN.mg.L,TP(mg/L),TN:TP,MC,1.0 m Water Temp DegC,Perimeter (km),Surface area (km2),Volume (million m3),Maximum depth (m),Mean depth (m),Drainage basin area (km2),mean annual inflow (million m3),< or > ,Water residence time (yrs),Watershed vs lake surface area ratio,Natural region,Sub-region,Physiographic Regions
07SWE10034               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2007,29-Jul-07 15:00,49.413890,-114.108330,114.108330,,3.25,,3.91,,0.018,,,,,,,,,,,,,,0.15,,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
07SWE10038               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2007,12-Aug-07 13:30,49.413890,-114.108330,114.108330,,2.25,,7.36,,0.037,,,,,,,,,,,,,,0.10,,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
07SWE10067               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2007,03-Sep-07 17:00,49.413890,-114.108330,114.108330,,3,,9.6,,0.034,,,,,,,,,,,,,,0.07,,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
07SWE10073               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2007,30-Sep-07 17:00,49.413890,-114.108330,114.108330,,2.5,,11.1,,0.028,,,,,,,,,,,,,,0.07,,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
08SWE10593               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2008,12-Jun-08 09:30,49.413890,-114.108330,114.108330,,2.25,,8.05,,0.027,,0.01,L,0.005,,,,,,0.61,0.615,,,0.07,11.28,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
08SWE10685               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2008,10-Jul-08 10:00,49.413890,-114.108330,114.108330,,2.5,,6.14,,0.028,,0.008,,0.014,,,,,,0.54,0.554,,,0.07,18.37,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
08SWE10805               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2008,31-Jul-08 08:30,49.413890,-114.108330,114.108330,,2.25,,3.85,,0.018,,0.011,L,0.005,,,,,,0.48,0.485,,,0.07,18.55,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
08SWE10825               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2008,18-Aug-08 09:00,49.413890,-114.108330,114.108330,,4,,2,,0.021,,0.01,L,0.005,,,,,,0.48,0.485,,,0.07,20.27,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
08SWE10519               ,AB05AA0490,BEAUVAIS LAKE - COMPOSITE (AB05AA0490),Lake,2008,18-Sep-08 10:00,49.413890,-114.108330,114.108330,,3,,3.77,,0.021,,0.01,L,0.005,,,,,,0.5,0.505,,,0.08,14.31,7.48,0.89,3.8,10.7,7.3,7.09,1.02,,4,7.97,Rocky Mountain,Montane,Rocky Mountain Foothills
08SWE08565               ,AB06AA0230,BEAVER LAKE - COMPOSITE (AB06AA0230),Lake,2008,04-Jun-08 10:00,54.725000,-111.833330,111.833330,,10.25,,2.05,,0.028,,0.052,,0.052,,,,,,1.28,1.332,,,0.14,15.91,95.72,33.10,234,15.2,7.1,290.00,6.92,,73,8.76,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE08829               ,AB06AA0230,BEAVER LAKE - COMPOSITE (AB06AA0230),Lake,2008,27-Jun-08 09:00,54.725000,-111.833330,111.833330,,6.75,,3.57,,0.03,,0.032,,0.012,,,,,,1.27,1.282,,,0.15,18.28,95.72,33.10,234,15.2,7.1,290.00,6.92,,73,8.76,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09165               ,AB06AA0230,BEAVER LAKE - COMPOSITE (AB06AA0230),Lake,2008,23-Jul-08 14:20,54.725000,-111.833330,111.833330,,4.25,,5.76,,0.049,,0.031,L,0.005,,,,,,1.28,1.285,,,0.09,21.25,95.72,33.10,234,15.2,7.1,290.00,6.92,,73,8.76,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE11205               ,AB06AA0230,BEAVER LAKE - COMPOSITE (AB06AA0230),Lake,2008,19-Aug-08 14:20,54.725000,-111.833330,111.833330,,4.25,,7.07,,0.036,,0.023,L,0.005,,,,,,1.23,1.235,,,0.29,21.89,95.72,33.10,234,15.2,7.1,290.00,6.92,,73,8.76,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE11518               ,AB06AA0230,BEAVER LAKE - COMPOSITE (AB06AA0230),Lake,2008,14-Sep-08 14:10,54.725000,-111.833330,111.833330,,2.5,,12,,0.04,,0.021,L,0.005,,,,,,1.4,1.405,,,0.08,15.83,95.72,33.10,234,15.2,7.1,290.00,6.92,,73,8.76,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE08805               ,AB05ED1570,BELLEVUE LAKE - COMPOSITE (AB05ED1570),Lake,2007,01-Jul-07 09:00,53.806940,-111.332500,111.332500,,4,,8.93,,0.032,,0.029,,,,,,,,1.09,,,,0.19,17.21,11.23,4.61,,,,,,,,,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09062               ,AB05ED1570,BELLEVUE LAKE - COMPOSITE (AB05ED1570),Lake,2007,17-Jul-07 16:30,53.806940,-111.332500,111.332500,,4.25,,7.66,,0.032,,0.019,L,0.005,,,,,,1.15,1.155,,,0.22,24.90,11.23,4.61,,,,,,,,,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09250               ,AB05ED1570,BELLEVUE LAKE - COMPOSITE (AB05ED1570),Lake,2007,18-Aug-07 09:10,53.806940,-111.332500,111.332500,,3,,3.86,,0.034,,0.082,,,,,,,,1.09,,,,0.32,17.72,11.23,4.61,,,,,,,,,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE10337,AB05EA1555,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Lake,2006,21-Jul-06 09:21,53.600000,-113.705560,113.705560,,0.5,,13.7,,0.127,,0.02,L,0.005,,,,,,1.83,1.835,,,0.07,,25.77,8.33,,,,555.65,,,,66.68,Parkland,Central Parkland,Eastern Alberta Plains
06SWE10538,AB05EA1555,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Lake,2006,11-Aug-06 08:11,53.600000,-113.705560,113.705560,,0.7,,25.1,,0.188,,0.028,L,0.005,,,,,,2.05,2.055,,,0.10,,25.77,8.33,,,,555.65,,,,66.68,Parkland,Central Parkland,Eastern Alberta Plains
06SWE10747,AB05EA1555,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Lake,2006,01-Sep-06 08:01,53.600000,-113.705560,113.705560,,0.6,,13.2,,0.142,,0.041,,0.017,,,,,,1.99,2.007,,,0.12,,25.77,8.33,,,,555.65,,,,66.68,Parkland,Central Parkland,Eastern Alberta Plains
06SWE10998,AB05EA1555,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Lake,2006,22-Sep-06 08:22,53.600000,-113.705560,113.705560,,0.5,,7.31,,0.089,,0.161,,0.017,,,,,,1.72,1.737,,,0.17,,25.77,8.33,,,,555.65,,,,66.68,Parkland,Central Parkland,Eastern Alberta Plains
07SWE02164               ,AB05FA0815,BITTERN LAKE - COMPOSITE (AB05FA0815),Lake,2007,10-Jul-07 11:00,53.037500,-113.055470,113.055470,,0.15,,10.3,,1.05,,0.134,,0.972,,0.902,,0.07,,2.06,3.032,,,0.32,,43.53,34.82,,,,386,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE09261               ,AB05CC2140,BLACKFALDS LAKE - COMPOSITE (AB05CC2140),Lake,2008,28-Jun-08 13:30,52.388330,-113.721390,113.721390,,1.25,,15.7,,0.311,,0.061,,0.009,,,,,,2.32,2.329,,,0.76,20.26,7.61,1.13,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE09268               ,AB05CC2140,BLACKFALDS LAKE - COMPOSITE (AB05CC2140),Lake,2008,19-Jul-08 10:45,52.388330,-113.721390,113.721390,,0.75,,69.4,,0.238,,0.076,,0.013,,,,,,3.62,3.633,0.238,15.26470588,7.55,18.88,7.61,1.13,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE09335               ,AB05CC2140,BLACKFALDS LAKE - COMPOSITE (AB05CC2140),Lake,2008,23-Sep-08 17:20,52.483330,-112.866670,112.866670,,1.25,,61.3,,0.219,,0.42,,0.083,,,,,,3.52,3.603,,,0.09,12.74,7.61,1.13,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
06SWE01468               ,AB05DE0560,BUCK LAKE - COMPOSITE (AB05DE0560),Lake,2006,24-Jul-06 11:30,52.983330,-114.766670,114.766670,,1.4,,84.5,,0.01,,0.008,L,0.006,,,,,,0.61,0.616,,,0.16,22.67,36.50,25.40,158,12.2,6.2,233.00,22.1,,8,9.17,Boreal,Central Mixedwood,Western Alberta Plains
06SWE01857               ,AB05DE0560,BUCK LAKE - COMPOSITE (AB05DE0560),Lake,2006,21-Aug-06 11:45,52.983330,-114.766670,114.766670,,1.1,,112,,0.159,,0.531,L,0.006,L,0.006,L,0.002,,1.88,1.886,,,0.44,19.23,36.50,25.40,158,12.2,6.2,233.00,22.1,,8,9.17,Boreal,Central Mixedwood,Western Alberta Plains
06SWE02552,AB05DE0560,BUCK LAKE - COMPOSITE (AB05DE0560),Lake,2006,28-Sep-06 12:45,52.983330,-114.766670,114.766670,,5.75,,7.24,,0.133,,0.247,,0.145,,,,0.007,,1.06,1.205,,,0.58,12.78,36.50,25.40,158,12.2,6.2,233.00,22.1,,8,9.17,Boreal,Central Mixedwood,Western Alberta Plains
07SWE08202               ,AB07GE1040,CLAIRMONT LAKE - COMPOSITE (AB07GE1040),Lake,2007,22-Aug-07 09:30,55.261940,-118.762780,118.762780,,0.45,,45.5,,0.318,,0.044,L,0.005,,,,,,2.83,2.835,0.318,8.91509434,5.91,14.47,13.22,6.74,,,,,,,,,Parkland,Peace River Parkland,Southern Alberta Uplands
07SWE08276               ,AB07GE1040,CLAIRMONT LAKE - COMPOSITE (AB07GE1040),Lake,2007,19-Sep-07 11:30,55.261940,-118.762780,118.762780,,0.75,,23.1,,0.198,,0.062,,0.09,,,,,,2.14,2.23,,,0.27,9.12,13.22,6.74,,,,,,,,,Parkland,Peace River Parkland,Southern Alberta Uplands
09SWE08165               ,AB07GE1040,CLAIRMONT LAKE - COMPOSITE (AB07GE1040),Lake,2009,16-Jun-09 09:00,55.261940,-118.762780,118.762780,,0.25,,10.5,,0.561,,0.054,,0.005,,,,,,6.33,6.335,,,0.17,19.09,13.22,6.74,,,,,,,,,Parkland,Peace River Parkland,Southern Alberta Uplands
09SWE08336               ,AB07GE1040,CLAIRMONT LAKE - COMPOSITE (AB07GE1040),Lake,2009,14-Jul-09 08:45,55.261940,-118.762780,118.762780,,0.3,,117,,0.383,,0.48,,0.097,,,,,,5.55,5.647,,,0.18,15.8,13.22,6.74,,,,,,,,,Parkland,Peace River Parkland,Southern Alberta Uplands
09SWE08498               ,AB07GE1040,CLAIRMONT LAKE - COMPOSITE (AB07GE1040),Lake,2009,04-Aug-09 12:10,55.261940,-118.762780,118.762780,,0.2,,190,,0.613,,0.061,,0.007,,,,,,5.9,5.907,,,0.41,18.23,13.22,6.74,,,,,,,,,Parkland,Peace River Parkland,Southern Alberta Uplands
09SWE08648               ,AB07GE1040,CLAIRMONT LAKE - COMPOSITE (AB07GE1040),Lake,2009,26-Aug-09 08:10,55.261940,-118.762780,118.762780,,0.2,,163,,0.641,,0.057,,0.023,,,,,,7.58,7.603,,,0.25,13.96,13.22,6.74,,,,,,,,,Parkland,Peace River Parkland,Southern Alberta Uplands
07SWC41198               ,AB05AC0380,CLEAR LAKE - COMPOSITE (AB05AC0380),Lake,2007,17-Jul-07 11:30,50.150000,-113.416670,113.416670,,2.4,,50.6,,0.562,,0.18,,0.01,,0.007,,0.003,,1.97,1.98,,,0.76,22.97,10.74,2.33,12.335,,,204.29,,,,87.82,Grassland,Mixed Grass,Western Alberta Plains
07SWC41698               ,AB05AC0380,CLEAR LAKE - COMPOSITE (AB05AC0380),Lake,2007,29-Aug-07 09:30,50.150000,-113.416670,113.416670,,,,15.4,,0.701,,0.1,,0.03,,0.025,,0.005,,1.43,1.46,0.701,2.082738944,13.6,16.55,10.74,2.33,12.335,,,204.29,,,,87.82,Grassland,Mixed Grass,Western Alberta Plains
07SWC42198               ,AB05AC0380,CLEAR LAKE - COMPOSITE (AB05AC0380),Lake,2007,21-Sep-07 10:30,50.150000,-113.416670,113.416670,,2.4,,4,,0.624,,0.14,,0.085,,0.077,,0.008,,1.43,1.515,,,0.83,11.2,10.74,2.33,12.335,,,204.29,,,,87.82,Grassland,Mixed Grass,Western Alberta Plains
06SWE10283               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2006,14-Jul-06 08:45,52.766670,-110.606670,110.606670,,3.5,,4.62,,0.026,,0.021,L,0.005,,,,,,0.99,0.995,,,0.08,22.03,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
06SWE10557               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2006,13-Aug-06 10:00,52.766670,-110.606670,110.606670,,3.25,,8.16,,0.027,,0.016,L,0.005,,,,,,0.96,0.965,,,0.07,19.30,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
06SWE10924               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2006,08-Sep-06 14:20,52.766670,-110.606670,110.606670,,2.25,,5.73,,0.027,,0.013,,0.008,,,,,,0.96,0.968,,,0.07,18.80,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
06SWE11167               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2006,29-Sep-06 10:00,52.766670,-110.606670,110.606670,,2.3,,6.1,,0.022,,0.078,L,0.005,,,,,,0.96,0.965,,,0.07,11.59,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
07SWE08865               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2007,04-Jul-07 10:15,52.766670,-110.606670,110.606670,,5.75,,1.57,,0.017,,0.034,,,,,,,,0.88,,,,0.07,21.01,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
07SWE09117               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2007,24-Jul-07 11:00,52.766670,-110.606670,110.606670,,3,,2.92,,0.02,,0.019,,0.005,,,,,,0.82,0.825,,,0.19,25.25,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
07SWE09650               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2007,16-Sep-07 13:30,52.766670,-110.606670,110.606670,,4.75,,2.7,,0.022,,0.048,,0.005,,,,,,0.85,0.855,,,0.12,15.14,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE08205               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2008,26-Jun-08 09:47,52.766670,-110.606670,110.606670,,9,,0.97,,0.024,,0.052,L,0.005,,,,,,0.82,0.825,,,0.11,18.82,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE08370               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2008,29-Jul-08 09:15,52.766670,-110.606670,110.606670,,5.8,,2.42,,0.043,,0.07,L,0.005,,,,,,0.97,0.975,,,0.07,20.47,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE08486               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2008,19-Aug-08 10:00,52.766670,-110.606670,110.606670,,3,,3.43,,0.021,,0.01,L,0.005,,,,,,0.84,0.845,,,0.12,21.44,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE11607               ,AB05FD0050,CLEAR LAKE (BARNS LAKE) - COMPOSITE (AB05FD0050),Lake,2008,08-Sep-08 09:25,52.766670,-110.606670,110.606670,,5,,3.79,,0.02,,0.015,L,0.005,,,,,,0.9,0.905,,,0.07,15.53,4.24,0.92,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
06SWE10472               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2006,26-Jul-06 14:20,53.419440,-113.058330,113.058330,,0.3,,149,,0.415,,0.153,L,0.005,,,,,,12.1,12.105,,,2.23,23.67,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE10525               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2006,09-Aug-06 09:15,53.419440,-113.058330,113.058330,,0.25,,144,,0.368,,0.144,,0.007,,,,,,12.3,12.307,,,1.94,22.16,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE10705               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2006,23-Aug-06 17:00,53.419440,-113.058330,113.058330,,0.5,,117,,0.478,,0.72,L,0.005,,,,,,14.1,14.105,,,2.41,19.46,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE10941               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2006,11-Sep-06 15:00,53.419440,-113.058330,113.058330,,0.75,,44,,0.574,,1.23,,0.009,,,,,,13.4,13.409,,,1.38,17.88,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE08187               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2007,27-Jul-07 09:00,53.419440,-113.058330,113.058330,,0.6,,32.4,,0.383,,0.11,,,,,,,,8.62,,0.383,0,10.44,20.80,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09501               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2007,09-Aug-07 10:30,53.419440,-113.058330,113.058330,,0.5,,59.3,,0.473,,0.085,,0.005,,,,,,9.1,9.105,0.473,19.24947146,10.54,17.62,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09507               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2007,26-Aug-07 12:00,53.419440,-113.058330,113.058330,,0.45,,53,,0.43,,0.126,,,,,,,,9.8,,0.43,0,6.17,15.69,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09530               ,AB05EB1150,COOKING LAKE - COMPOSITE (AB05EB1150),Lake,2007,03-Oct-07 11:00,53.419440,-113.058330,113.058330,,0.5,,65.5,,0.356,,0.155,,0.025,,,,,,10,10.025,0.356,28.16011236,4.25,6.92,73.78,36.00,60.9,4.6,1.7,158.00,7.12,>,100,4.39,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE01670               ,AB05DC0090,COW LAKE - COMPOSITE (AB05DC0090),Lake,2008,23-Jul-08 13:15,52.258330,-115.011110,115.011110,,2.75,,2.39,,0.011,,,L,0.006,L,0.006,L,0.002,,0.7713,0.7773,,,0.07,20.3,12.06,8.03,0.901,1.73,0.98,21.50,2.7,,,2.68,Foothills,Lower Foothills,Western Alberta Plains
08SWE02214               ,AB05DC0090,COW LAKE - COMPOSITE (AB05DC0090),Lake,2008,25-Aug-08 13:00,52.258330,-115.011110,115.011110,,3,,2.13,,0.011,,,L,0.006,L,0.006,L,0.002,,0.81,0.816,,,0.07,17.99,12.06,8.03,0.901,1.73,0.98,21.50,2.7,,,2.68,Foothills,Lower Foothills,Western Alberta Plains
08SWE02652               ,AB05DC0090,COW LAKE - COMPOSITE (AB05DC0090),Lake,2008,18-Sep-08 13:00,52.258330,-115.011110,115.011110,,2.9,,1.45,,0.01,,,L,0.006,L,0.006,L,0.002,,0.67,0.676,,,0.15,15.09,12.06,8.03,0.901,1.73,0.98,21.50,2.7,,,2.68,Foothills,Lower Foothills,Western Alberta Plains
05SWE01514               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2005,03-Jul-05 09:00,52.461110,-115.044440,115.044440,,1.2,,9,,0.0407,,,,0.009,,,,,,1.72,1.729,,,0.07,,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
05SWE01651               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2005,19-Jul-05 13:30,52.461110,-115.044440,115.044440,,1.2,,14,,0.0273,,,L,0.005,,,,,,1.69,1.695,,,0.13,,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
05SWE01889               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2005,01-Aug-05 09:00,52.461110,-115.044440,115.044440,,1,,18.7,,0.03,,,,0.005,,,,,,1.78,1.785,,,0.09,,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
05SWE02504               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2005,29-Aug-05 11:40,52.461110,-115.044440,115.044440,,1,,22.4,,0.031,,,,0.023,,,,,,1.76,1.783,,,0.07,17.10,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
05SWE02848               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2005,05-Sep-05 11:30,52.461110,-115.044440,115.044440,,1.2,,23.5,,0.0302,,,,0.032,,,,,,1.61,1.642,,,0.07,,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
06SWE10226               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2006,11-Jul-06 11:00,52.461110,-115.044440,115.044440,,1.5,,6.35,,0.022,,,,,,,,,,,,,,0.10,,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
07SWE10120               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2007,06-Jul-07 11:00,52.461110,-115.044440,115.044440,,2,,4.47,,0.016,,0.012,L,0.005,,,L,0.001,,0.86,0.865,,,0.07,22.51,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
07SWE10138               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2007,26-Jul-07 11:00,52.461110,-115.044440,115.044440,,2,,4.98,,0.019,,0.011,L,0.005,,,L,0.001,,0.82,0.825,,,0.16,23.16,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
07SWE10155               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2007,21-Aug-07 10:30,52.461110,-115.044440,115.044440,,1.25,,7.23,,0.02,,0.01,L,0.005,,,L,0.001,,0.86,0.865,,,0.23,17.44,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
07SWE10171               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2007,09-Sep-07 13:30,52.461110,-115.044440,115.044440,,1.25,,6.34,,0.024,,0.19,L,0.005,,,L,0.001,,1.11,1.115,,,0.07,14.72,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
08SWE09479               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2008,14-Aug-08 10:00,52.461110,-115.044440,115.044440,,1.5,,7.41,,0.018,,,,,,,,,,,,,,0.09,20,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
08SWE09485               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2008,28-Aug-08 11:45,52.461110,-115.044440,115.044440,,1.5,,8.86,,0.022,,,,,,,,,,,,,,0.15,12,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
08SWE09490               ,AB05DC0130,CRIMSON LAKE - COMPOSITE (AB05DC0130),Lake,2008,08-Sep-08 12:30,52.461110,-115.044440,115.044440,,1.5,,6.69,,0.022,,,,,,,,,,,,,,0.07,14,6.98,2.32,5.21,9.1,2.2,1.75,0.172,>,100,0.75,Foothills,Lower Foothills,Western Alberta Plains
05SWE01490               ,AB05GA0160,DILLBERRY LAKE - COMPOSITE (AB05GA0160),Lake,2005,28-Jun-05 09:00,52.575000,-110.004170,110.004170,,3.2,,11.9,,0.0228,,,,,,,,,,,,,,0.09,,1.37,0.80,2.24,10.7,2.8,11.80,0.171,>,100,14.75,Parkland,Central Parkland,Eastern Alberta Plains
05SWE01821               ,AB05GA0160,DILLBERRY LAKE - COMPOSITE (AB05GA0160),Lake,2005,26-Jul-05 10:00,52.575000,-110.004170,110.004170,,2,,6.7,,0.026,,,,,,,,,,,,,,0.12,,1.37,0.80,2.24,10.7,2.8,11.80,0.171,>,100,14.75,Parkland,Central Parkland,Eastern Alberta Plains
05SWE02064               ,AB05GA0160,DILLBERRY LAKE - COMPOSITE (AB05GA0160),Lake,2005,09-Aug-05 10:45,52.575000,-110.004170,110.004170,,2,,4.4,,0.025,,,,,,,,,,,,,,0.07,,1.37,0.80,2.24,10.7,2.8,11.80,0.171,>,100,14.75,Parkland,Central Parkland,Eastern Alberta Plains
